source_pack,source_file,source_entry,source_id,source_type,target_pack,target_entry,target_id,link_type,confidence,evidence,asset_path,asset_exists,notes
ALCHIMIA_E_ARTIGIANATO/witcher-schematics,schema_ascia_da_berserker_7b1fc6fba3ba4945.json,Schema: Ascia da Berserker,7b1fc6fba3ba4945,diagrams,ALCHIMIA_E_ARTIGIANATO/witcher-components,Cuoio,f75f0a711d512d55,cross_reference,medium,"Text mention snippet: ""...(x5), Acciaio Mahakaman (x4), Cuoio Indurito (x1), Acciaio (x12),...""",,,Identified via contextual text match
ALCHIMIA_E_ARTIGIANATO/witcher-schematics,schema_ascia_da_berserker_7b1fc6fba3ba4945.json,Schema: Ascia da Berserker,7b1fc6fba3ba4945,diagrams,ALCHIMIA_E_ARTIGIANATO/witcher-components,Cuoio Indurito,43863953497c162f,cross_reference,medium,"Text mention snippet: ""...(x5), Acciaio Mahakaman (x4), Cuoio Indurito (x1), Acciaio (x12), Resina (...""",,,Identified via contextual text match
ALCHIMIA_E_ARTIGIANATO/witcher-schematics,schema_ascia_da_berserker_7b1fc6fba3ba4945.json,Schema: Ascia da Berserker,7b1fc6fba3ba4945,diagrams,ALCHIMIA_E_ARTIGIANATO/witcher-components,Grasso di Estere,f9d6a07acaa90e8b,cross_reference,medium,"Text mention snippet: ""...x12), Resina (x1), Cote (x1), Grasso di Estere (x1). Difficoltà Manifattura:...""",,,Identified via contextual text match
ALCHIMIA_E_ARTIGIANATO/witcher-schematics,schema_ascia_da_berserker_7b1fc6fba3ba4945.json,Schema: Ascia da Berserker,7b1fc6fba3ba4945,diagrams,ALCHIMIA_E_ARTIGIANATO/witcher-components,Legname Indurito,9954d5f3ac238e36,cross_reference,medium,"Text mention snippet: ""...serker. Componenti richiesti: Legname Indurito (x5), Acciaio Mahakaman (x4),...""",,,Identified via contextual text match
ALCHIMIA_E_ARTIGIANATO/witcher-schematics,schema_ascia_da_berserker_7b1fc6fba3ba4945.json,Schema: Ascia da Berserker,7b1fc6fba3ba4945,diagrams,ALCHIMIA_E_ARTIGIANATO/witcher-components,Resina,c89ec502e878b3f3,cross_reference,medium,"Text mention snippet: ""...Indurito (x1), Acciaio (x12), Resina (x1), Cote (x1), Grasso di Es...""",,,Identified via contextual text match
ALCHIMIA_E_ARTIGIANATO/witcher-schematics,schema_ascia_da_berserker_7b1fc6fba3ba4945.json,Schema: Ascia da Berserker,7b1fc6fba3ba4945,diagrams,REGOLAMENTO_E_NARRATIVA/Professioni_e_Abilita,Manifattura,c64070fc0d72f10b,cross_reference,medium,"Text mention snippet: ""...so di Estere (x1). Difficoltà Manifattura: CD 25. Tempo: 13 ore....""",,,Identified via contextual text match
ALCHIMIA_E_ARTIGIANATO/witcher-schematics,schema_ascia_nanica_3dc88f4361e312dc.json,Schema: Ascia Nanica,3dc88f4361e312dc,diagrams,,,,image_link,high,img field,modules/witcher-compendium/assets/ALCHIMIA_E_ARTIGIANATO/witcher-schematics/schema_ascia_nanica.webp,true,
ALCHIMIA_E_ARTIGIANATO/witcher-schematics,schema_ascia_nanica_3dc88f4361e312dc.json,Schema: Ascia Nanica,3dc88f4361e312dc,diagrams,ALCHIMIA_E_ARTIGIANATO/witcher-components,Acciaio Mahakaman,c4720acd29d300a3,cross_reference,high,"components field: ""Acciaio Mahakaman (x3)""",,,
ALCHIMIA_E_ARTIGIANATO/witcher-schematics,schema_ascia_nanica_3dc88f4361e312dc.json,Schema: Ascia Nanica,3dc88f4361e312dc,diagrams,ALCHIMIA_E_ARTIGIANATO/witcher-components,Legname Indurito,9954d5f3ac238e36,cross_reference,high,"components field: ""Legname Indurito (x4)""",,,
ALCHIMIA_E_ARTIGIANATO/witcher-schematics,schema_ascia_nanica_3dc88f4361e312dc.json,Schema: Ascia Nanica,3dc88f4361e312dc,diagrams,ALCHIMIA_E_ARTIGIANATO/witcher-components,Cuoio Indurito,43863953497c162f,cross_reference,high,"components field: ""Cuoio Indurito (x2)""",,,
ALCHIMIA_E_ARTIGIANATO/witcher-schematics,schema_ascia_nanica_3dc88f4361e312dc.json,Schema: Ascia Nanica,3dc88f4361e312dc,diagrams,ALCHIMIA_E_ARTIGIANATO/witcher-components,Acquaforte,c1e8ba3287e9c2c4,cross_reference,high,"components field: ""Acquaforte (x4)""",,,
ALCHIMIA_E_ARTIGIANATO/witcher-schematics,schema_ascia_nanica_3dc88f4361e312dc.json,Schema: Ascia Nanica,3dc88f4361e312dc,diagrams,ALCHIMIA_E_ARTIGIANATO/witcher-components,Cote,13758ed25627ed64,cross_reference,high,"components field: ""Cote (x1)""",,,
ALCHIMIA_E_ARTIGIANATO/witcher-schematics,schema_ascia_nanica_3dc88f4361e312dc.json,Schema: Ascia Nanica,3dc88f4361e312dc,diagrams,ALCHIMIA_E_ARTIGIANATO/witcher-components,Argilla,d4da630d7335a724,cross_reference,high,"components field: ""Argilla (x2)""",,,
ALCHIMIA_E_ARTIGIANATO/witcher-schematics,schema_ascia_nanica_3dc88f4361e312dc.json,Schema: Ascia Nanica,3dc88f4361e312dc,diagrams,ALCHIMIA_E_ARTIGIANATO/witcher-components,Carbone,d1a6602d9a92f0ad,cross_reference,high,"components field: ""Carbone (x3)""",,,
ALCHIMIA_E_ARTIGIANATO/witcher-schematics,schema_ascia_nanica_3dc88f4361e312dc.json,Schema: Ascia Nanica,3dc88f4361e312dc,diagrams,EQUIPAGGIAMENTO/witcher-weapons,Ascia Nanica,0000ae86d87f059a,semantic_link,high,"Schematic name ""Schema: Ascia Nanica"" maps to target ""Ascia Nanica""",,,
ALCHIMIA_E_ARTIGIANATO/witcher-schematics,schema_ascia_nanica_3dc88f4361e312dc.json,Schema: Ascia Nanica,3dc88f4361e312dc,diagrams,ALCHIMIA_E_ARTIGIANATO/witcher-components,Cuoio,f75f0a711d512d55,cross_reference,medium,"Text mention snippet: ""...(x3), Legname Indurito (x4), Cuoio Indurito (x2), Acquaforte (x4...""",,,Identified via contextual text match
ALCHIMIA_E_ARTIGIANATO/witcher-schematics,schema_ascia_nanica_3dc88f4361e312dc.json,Schema: Ascia Nanica,3dc88f4361e312dc,diagrams,REGOLAMENTO_E_NARRATIVA/Professioni_e_Abilita,Manifattura,c64070fc0d72f10b,cross_reference,medium,"Text mention snippet: ""...(x2), Carbone (x3)Difficoltà Manifattura: CD 24Tempo: 12 ore...""",,,Identified via contextual text match
ALCHIMIA_E_ARTIGIANATO/witcher-schematics,schema_ascia_nera_gnomesca_b1dfc6675007275d.json,Schema: Ascia Nera Gnomesca,b1dfc6675007275d,diagrams,,,,image_link,high,img field,modules/witcher-compendium/assets/ALCHIMIA_E_ARTIGIANATO/witcher-schematics/schema_ascia_nera_gnomesca.webp,true,
ALCHIMIA_E_ARTIGIANATO/witcher-schematics,schema_ascia_nera_gnomesca_b1dfc6675007275d.json,Schema: Ascia Nera Gnomesca,b1dfc6675007275d,diagrams,ALCHIMIA_E_ARTIGIANATO/witcher-components,Legname Indurito,9954d5f3ac238e36,cross_reference,high,"components field: ""Legname Indurito (x4)""",,,
ALCHIMIA_E_ARTIGIANATO/witcher-schematics,schema_ascia_nera_gnomesca_b1dfc6675007275d.json,Schema: Ascia Nera Gnomesca,b1dfc6675007275d,diagrams,ALCHIMIA_E_ARTIGIANATO/witcher-components,Cuoio Indurito,43863953497c162f,cross_reference,high,"components field: ""Cuoio Indurito (x2)""",,,
ALCHIMIA_E_ARTIGIANATO/witcher-schematics,schema_ascia_nera_gnomesca_b1dfc6675007275d.json,Schema: Ascia Nera Gnomesca,b1dfc6675007275d,diagrams,ALCHIMIA_E_ARTIGIANATO/witcher-components,Dimeritium,0ea4a1520c190ce3,cross_reference,high,"components field: ""Dimeritium (x1)""",,,
ALCHIMIA_E_ARTIGIANATO/witcher-schematics,schema_ascia_nera_gnomesca_b1dfc6675007275d.json,Schema: Ascia Nera Gnomesca,b1dfc6675007275d,diagrams,ALCHIMIA_E_ARTIGIANATO/witcher-components,Acciaio Nero,6c4148ac84d48bb7,cross_reference,high,"components field: ""Acciaio Nero (x2)""",,,
ALCHIMIA_E_ARTIGIANATO/witcher-schematics,schema_ascia_nera_gnomesca_b1dfc6675007275d.json,Schema: Ascia Nera Gnomesca,b1dfc6675007275d,diagrams,ALCHIMIA_E_ARTIGIANATO/witcher-components,Cote,13758ed25627ed64,cross_reference,high,"components field: ""Cote (x1)""",,,
ALCHIMIA_E_ARTIGIANATO/witcher-schematics,schema_ascia_nera_gnomesca_b1dfc6675007275d.json,Schema: Ascia Nera Gnomesca,b1dfc6675007275d,diagrams,ALCHIMIA_E_ARTIGIANATO/witcher-components,Cerume di Orco,8d4eaf96f7709ffb,cross_reference,high,"components field: ""Cerume di Orco (x1)""",,,
ALCHIMIA_E_ARTIGIANATO/witcher-schematics,schema_ascia_nera_gnomesca_b1dfc6675007275d.json,Schema: Ascia Nera Gnomesca,b1dfc6675007275d,diagrams,EQUIPAGGIAMENTO/witcher-weapons,Ascia Nera Gnomesca,006f87a98ae4f9f8,semantic_link,high,"Schematic name ""Schema: Ascia Nera Gnomesca"" maps to target ""Ascia Nera Gnomesca""",,,
ALCHIMIA_E_ARTIGIANATO/witcher-schematics,schema_ascia_nera_gnomesca_b1dfc6675007275d.json,Schema: Ascia Nera Gnomesca,b1dfc6675007275d,diagrams,ALCHIMIA_E_ARTIGIANATO/witcher-components,Cuoio,f75f0a711d512d55,cross_reference,medium,"Text mention snippet: ""...iesti: Legname Indurito (x4), Cuoio Indurito (x2), Dimeritium (x1...""",,,Identified via contextual text match
ALCHIMIA_E_ARTIGIANATO/witcher-schematics,schema_ascia_nera_gnomesca_b1dfc6675007275d.json,Schema: Ascia Nera Gnomesca,b1dfc6675007275d,diagrams,REGOLAMENTO_E_NARRATIVA/Professioni_e_Abilita,Manifattura,c64070fc0d72f10b,cross_reference,medium,"Text mention snippet: ""...Cerume di Orco (x1)Difficoltà Manifattura: CD 25Tempo: 13 ore...""",,,Identified via contextual text match
ALCHIMIA_E_ARTIGIANATO/witcher-schematics,schema_azza_6ca203f549cb45a4.json,Schema: Azza,6ca203f549cb45a4,diagrams,,,,image_link,high,img field,modules/witcher-compendium/assets/ALCHIMIA_E_ARTIGIANATO/witcher-schematics/schema_azza.webp,true,
ALCHIMIA_E_ARTIGIANATO/witcher-schematics,schema_azza_6ca203f549cb45a4.json,Schema: Azza,6ca203f549cb45a4,diagrams,,,,ambiguous,low,"components field: ""Azza 16 8 ore Legname Indurito (x5), Acciaio Nero (x2), Cuoio (x2), Cote (x1), Grasso di Estere (x1), Lino (x1) 349 690""",,,"Component name ""Azza 16 8 ore Legname Indurito (x5), Acciaio Nero (x2), Cuoio (x2), Cote (x1), Grasso di Estere (x1), Lino (x1) 349 690"" not found in compendium"
ALCHIMIA_E_ARTIGIANATO/witcher-schematics,schema_azza_6ca203f549cb45a4.json,Schema: Azza,6ca203f549cb45a4,diagrams,,,,ambiguous,low,"components field: ""Legname Indurito (x4), Filo (x5), Cera (x1), Resina (x2), Acciaio (x3), Cuoio Indurito (x1), Grasso di Estere (x2), Cerume di Orco (x2), Ferro (x1)""",,,"Component name ""Legname Indurito (x4), Filo (x5), Cera (x1), Resina (x2), Acciaio (x3), Cuoio Indurito (x1), Grasso di Estere (x2), Cerume di Orco (x2), Ferro"" not found in compendium"
ALCHIMIA_E_ARTIGIANATO/witcher-schematics,schema_azza_6ca203f549cb45a4.json,Schema: Azza,6ca203f549cb45a4,diagrams,EQUIPAGGIAMENTO/witcher-weapons,Azza,38c1eaacac924334,semantic_link,high,"Schematic name ""Schema: Azza"" maps to target ""Azza""",,,
ALCHIMIA_E_ARTIGIANATO/witcher-schematics,schema_bacinetto_temeriano_91788b2fd0a5b595.json,Schema: Bacinetto Temeriano,91788b2fd0a5b595,diagrams,,,,image_link,high,img field,modules/witcher-compendium/assets/ALCHIMIA_E_ARTIGIANATO/witcher-schematics/schema_bacinetto_temeriano.webp,true,
ALCHIMIA_E_ARTIGIANATO/witcher-schematics,schema_bacinetto_temeriano_91788b2fd0a5b595.json,Schema: Bacinetto Temeriano,91788b2fd0a5b595,diagrams,ALCHIMIA_E_ARTIGIANATO/witcher-components,Acciaio,1ed7ac29bc746cb7,cross_reference,high,"components field: ""Acciaio (x4)""",,,
ALCHIMIA_E_ARTIGIANATO/witcher-schematics,schema_bacinetto_temeriano_91788b2fd0a5b595.json,Schema: Bacinetto Temeriano,91788b2fd0a5b595,diagrams,ALCHIMIA_E_ARTIGIANATO/witcher-components,Cuoio,f75f0a711d512d55,cross_reference,high,"components field: ""Cuoio (x3)""",,,
ALCHIMIA_E_ARTIGIANATO/witcher-schematics,schema_bacinetto_temeriano_91788b2fd0a5b595.json,Schema: Bacinetto Temeriano,91788b2fd0a5b595,diagrams,ALCHIMIA_E_ARTIGIANATO/witcher-components,Cuoio Indurito,43863953497c162f,cross_reference,high,"components field: ""Cuoio Indurito (x3)""",,,
ALCHIMIA_E_ARTIGIANATO/witcher-schematics,schema_bacinetto_temeriano_91788b2fd0a5b595.json,Schema: Bacinetto Temeriano,91788b2fd0a5b595,diagrams,ALCHIMIA_E_ARTIGIANATO/witcher-components,Grasso di Estere,f9d6a07acaa90e8b,cross_reference,high,"components field: ""Grasso di Estere (x2)""",,,
ALCHIMIA_E_ARTIGIANATO/witcher-schematics,schema_bacinetto_temeriano_91788b2fd0a5b595.json,Schema: Bacinetto Temeriano,91788b2fd0a5b595,diagrams,EQUIPAGGIAMENTO/witcher-armor,Bacinetto Temeriano,12551b4429c74918,semantic_link,high,"Schematic name ""Schema: Bacinetto Temeriano"" maps to target ""Bacinetto Temeriano""",,,
ALCHIMIA_E_ARTIGIANATO/witcher-schematics,schema_bacinetto_temeriano_91788b2fd0a5b595.json,Schema: Bacinetto Temeriano,91788b2fd0a5b595,diagrams,REGOLAMENTO_E_NARRATIVA/Professioni_e_Abilita,Manifattura,c64070fc0d72f10b,cross_reference,medium,"Text mention snippet: ""...asso di Estere (x2)Difficoltà Manifattura: CD 18Tempo: 5 ore...""",,,Identified via contextual text match
ALCHIMIA_E_ARTIGIANATO/witcher-schematics,schema_balestra_857cc7ca06072899.json,Schema: Balestra,857cc7ca06072899,diagrams,,,,image_link,high,img field,modules/witcher-compendium/assets/ALCHIMIA_E_ARTIGIANATO/witcher-schematics/schema_balestra.webp,true,
ALCHIMIA_E_ARTIGIANATO/witcher-schematics,schema_balestra_857cc7ca06072899.json,Schema: Balestra,857cc7ca06072899,diagrams,ALCHIMIA_E_ARTIGIANATO/witcher-components,Legname Indurito,9954d5f3ac238e36,cross_reference,high,"components field: ""Legname Indurito (x4)""",,,
ALCHIMIA_E_ARTIGIANATO/witcher-schematics,schema_balestra_857cc7ca06072899.json,Schema: Balestra,857cc7ca06072899,diagrams,ALCHIMIA_E_ARTIGIANATO/witcher-components,Filo,fd0f731b34805b3e,cross_reference,high,"components field: ""Filo (x5)""",,,
ALCHIMIA_E_ARTIGIANATO/witcher-schematics,schema_balestra_857cc7ca06072899.json,Schema: Balestra,857cc7ca06072899,diagrams,ALCHIMIA_E_ARTIGIANATO/witcher-components,Cera,649309a8b8c0d569,cross_reference,high,"components field: ""Cera (x1)""",,,
ALCHIMIA_E_ARTIGIANATO/witcher-schematics,schema_balestra_857cc7ca06072899.json,Schema: Balestra,857cc7ca06072899,diagrams,ALCHIMIA_E_ARTIGIANATO/witcher-components,Resina,c89ec502e878b3f3,cross_reference,high,"components field: ""Resina (x2)""",,,
ALCHIMIA_E_ARTIGIANATO/witcher-schematics,schema_balestra_857cc7ca06072899.json,Schema: Balestra,857cc7ca06072899,diagrams,ALCHIMIA_E_ARTIGIANATO/witcher-components,Acciaio,1ed7ac29bc746cb7,cross_reference,high,"components field: ""Acciaio (x3)""",,,
ALCHIMIA_E_ARTIGIANATO/witcher-schematics,schema_balestra_857cc7ca06072899.json,Schema: Balestra,857cc7ca06072899,diagrams,ALCHIMIA_E_ARTIGIANATO/witcher-components,Cuoio Indurito,43863953497c162f,cross_reference,high,"components field: ""Cuoio Indurito (x1)""",,,
ALCHIMIA_E_ARTIGIANATO/witcher-schematics,schema_balestra_857cc7ca06072899.json,Schema: Balestra,857cc7ca06072899,diagrams,ALCHIMIA_E_ARTIGIANATO/witcher-components,Grasso di Estere,f9d6a07acaa90e8b,cross_reference,high,"components field: ""Grasso di Estere (x2)""",,,
ALCHIMIA_E_ARTIGIANATO/witcher-schematics,schema_balestra_857cc7ca06072899.json,Schema: Balestra,857cc7ca06072899,diagrams,ALCHIMIA_E_ARTIGIANATO/witcher-components,Cerume di Orco,8d4eaf96f7709ffb,cross_reference,high,"components field: ""Cerume di Orco (x2)""",,,
ALCHIMIA_E_ARTIGIANATO/witcher-schematics,schema_balestra_857cc7ca06072899.json,Schema: Balestra,857cc7ca06072899,diagrams,ALCHIMIA_E_ARTIGIANATO/witcher-components,Ferro,b68bb845c222ef6f,cross_reference,high,"components field: ""Ferro (x1)""",,,
ALCHIMIA_E_ARTIGIANATO/witcher-schematics,schema_balestra_857cc7ca06072899.json,Schema: Balestra,857cc7ca06072899,diagrams,EQUIPAGGIAMENTO/witcher-weapons,Balestra,90750e6f288a4af4,semantic_link,high,"Schematic name ""Schema: Balestra"" maps to target ""Balestra""",,,
ALCHIMIA_E_ARTIGIANATO/witcher-schematics,schema_balestra_857cc7ca06072899.json,Schema: Balestra,857cc7ca06072899,diagrams,ALCHIMIA_E_ARTIGIANATO/witcher-components,Cuoio,f75f0a711d512d55,cross_reference,medium,"Text mention snippet: ""...), Resina (x2), Acciaio (x3), Cuoio Indurito (x1), Grasso di Este...""",,,Identified via contextual text match
ALCHIMIA_E_ARTIGIANATO/witcher-schematics,schema_balestra_857cc7ca06072899.json,Schema: Balestra,857cc7ca06072899,diagrams,REGOLAMENTO_E_NARRATIVA/Professioni_e_Abilita,Manifattura,c64070fc0d72f10b,cross_reference,medium,"Text mention snippet: ""...co (x2), Ferro (x1)Difficoltà Manifattura: CD 17Tempo: 9 ore...""",,,Identified via contextual text match
ALCHIMIA_E_ARTIGIANATO/witcher-schematics,schema_balestra_da_cacciatore_di_mostri_3d752be8904f4755.json,Schema: Balestra da Cacciatore di Mostri,3d752be8904f4755,diagrams,,,,image_link,high,img field,modules/witcher-compendium/assets/ALCHIMIA_E_ARTIGIANATO/witcher-schematics/schema_balestra_da_cacciatore_di_mostri.webp,true,
ALCHIMIA_E_ARTIGIANATO/witcher-schematics,schema_balestra_da_cacciatore_di_mostri_3d752be8904f4755.json,Schema: Balestra da Cacciatore di Mostri,3d752be8904f4755,diagrams,EQUIPAGGIAMENTO/witcher-weapons,Balestra da Cacciatore di Mostri,5f833da91e34474a,semantic_link,high,"Schematic name ""Schema: Balestra da Cacciatore di Mostri"" maps to target ""Balestra da Cacciatore di Mostri""",,,
ALCHIMIA_E_ARTIGIANATO/witcher-schematics,schema_balestra_da_cacciatore_di_mostri_3d752be8904f4755.json,Schema: Balestra da Cacciatore di Mostri,3d752be8904f4755,diagrams,EQUIPAGGIAMENTO/witcher-weapons,Balestra,90750e6f288a4af4,cross_reference,medium,"Text mention snippet: ""...e l'altro, dicono che questa balestra deve essere caricata con un v...""",,,Identified via contextual text match
ALCHIMIA_E_ARTIGIANATO/witcher-schematics,schema_balestra_da_cacciatore_di_mostri_3d752be8904f4755.json,Schema: Balestra da Cacciatore di Mostri,3d752be8904f4755,diagrams,REGOLAMENTO_E_NARRATIVA/Professioni_e_Abilita,Witcher,d69c1da3ec0d95da,cross_reference,medium,"Text mention snippet: ""...i tanto in tanto e, ora che i witcher sono altrettanto rari, qualch...""",,,Identified via contextual text match
ALCHIMIA_E_ARTIGIANATO/witcher-schematics,schema_balestra_da_cacciatore_di_mostri_3d752be8904f4755.json,Schema: Balestra da Cacciatore di Mostri,3d752be8904f4755,diagrams,REGOLAMENTO_E_NARRATIVA/Professioni_e_Abilita,Witcher,faec413b522374b8,cross_reference,medium,"Text mention snippet: ""...i tanto in tanto e, ora che i witcher sono altrettanto rari, qualch...""",,,Identified via contextual text match
ALCHIMIA_E_ARTIGIANATO/witcher-schematics,schema_balestra_da_caccia_b6ae0de44fb9264b.json,Schema: Balestra da Caccia,b6ae0de44fb9264b,diagrams,,,,image_link,high,img field,modules/witcher-compendium/assets/ALCHIMIA_E_ARTIGIANATO/witcher-schematics/schema_balestra_da_caccia.webp,true,
ALCHIMIA_E_ARTIGIANATO/witcher-schematics,schema_balestra_da_caccia_b6ae0de44fb9264b.json,Schema: Balestra da Caccia,b6ae0de44fb9264b,diagrams,,,,ambiguous,low,"components field: ""Acciaio Mahakaman (x3), Cerume di Orco (x1), Cuoio Indurito (x1), Filo (x4), Legname Indurito (x3)""",,,"Component name ""Acciaio Mahakaman (x3), Cerume di Orco (x1), Cuoio Indurito (x1), Filo (x4), Legname Indurito"" not found in compendium"
ALCHIMIA_E_ARTIGIANATO/witcher-schematics,schema_balestra_da_caccia_b6ae0de44fb9264b.json,Schema: Balestra da Caccia,b6ae0de44fb9264b,diagrams,EQUIPAGGIAMENTO/witcher-weapons,Balestra da Caccia,6c72776561703031,semantic_link,high,"Schematic name ""Schema: Balestra da Caccia"" maps to target ""Balestra da Caccia""",,,
ALCHIMIA_E_ARTIGIANATO/witcher-schematics,schema_balestra_da_caccia_b6ae0de44fb9264b.json,Schema: Balestra da Caccia,b6ae0de44fb9264b,diagrams,EQUIPAGGIAMENTO/witcher-weapons,Balestra,90750e6f288a4af4,cross_reference,medium,"Text mention snippet: ""...questo schema per creare una Balestra da Caccia....""",,,Identified via contextual text match
ALCHIMIA_E_ARTIGIANATO/witcher-schematics,schema_balestra_del_gatto_7caa5c5f6eb87dc9.json,Schema: Schema Balestra del Gatto,7caa5c5f6eb87dc9,valuable,,,,image_link,high,img field,modules/witcher-compendium/assets/ALCHIMIA_E_ARTIGIANATO/witcher-schematics/schema_balestra_del_gatto.webp,true,
ALCHIMIA_E_ARTIGIANATO/witcher-schematics,schema_balestra_del_gatto_7caa5c5f6eb87dc9.json,Schema: Schema Balestra del Gatto,7caa5c5f6eb87dc9,valuable,EQUIPAGGIAMENTO/witcher-weapons,Balestra,90750e6f288a4af4,cross_reference,medium,"Text mention snippet: ""...Schema per la costruzione del balestra del Gatto....""",,,Identified via contextual text match
ALCHIMIA_E_ARTIGIANATO/witcher-schematics,schema_balestra_del_gatto_7caa5c5f6eb87dc9.json,Schema: Schema Balestra del Gatto,7caa5c5f6eb87dc9,valuable,EQUIPAGGIAMENTO/witcher-weapons,Balestra del Gatto,b08cca06247d1f80,cross_reference,medium,"Text mention snippet: ""...Schema per la costruzione del balestra del Gatto....""",,,Identified via contextual text match
ALCHIMIA_E_ARTIGIANATO/witcher-schematics,schema_balestra_del_grifone_a2b15b1251f52e72.json,Schema: Schema Balestra del Grifone,a2b15b1251f52e72,valuable,,,,image_link,high,img field,modules/witcher-compendium/assets/ALCHIMIA_E_ARTIGIANATO/witcher-schematics/schema_balestra_del_grifone.webp,true,
ALCHIMIA_E_ARTIGIANATO/witcher-schematics,schema_balestra_del_grifone_a2b15b1251f52e72.json,Schema: Schema Balestra del Grifone,a2b15b1251f52e72,valuable,EQUIPAGGIAMENTO/witcher-weapons,Balestra,90750e6f288a4af4,cross_reference,medium,"Text mention snippet: ""...Schema per la costruzione del balestra del Grifone....""",,,Identified via contextual text match
ALCHIMIA_E_ARTIGIANATO/witcher-schematics,schema_balestra_del_grifone_a2b15b1251f52e72.json,Schema: Schema Balestra del Grifone,a2b15b1251f52e72,valuable,EQUIPAGGIAMENTO/witcher-weapons,Balestra del Grifone,98858e9eccdaea1c,cross_reference,medium,"Text mention snippet: ""...Schema per la costruzione del balestra del Grifone....""",,,Identified via contextual text match
ALCHIMIA_E_ARTIGIANATO/witcher-schematics,schema_balestra_del_orso_9407a5179b6438cb.json,Schema: Schema Balestra del Orso,9407a5179b6438cb,valuable,,,,image_link,high,img field,modules/witcher-compendium/assets/ALCHIMIA_E_ARTIGIANATO/witcher-schematics/schema_balestra_del_orso.webp,true,
ALCHIMIA_E_ARTIGIANATO/witcher-schematics,schema_balestra_del_orso_9407a5179b6438cb.json,Schema: Schema Balestra del Orso,9407a5179b6438cb,valuable,EQUIPAGGIAMENTO/witcher-weapons,Balestra,90750e6f288a4af4,cross_reference,medium,"Text mention snippet: ""...Schema per la costruzione del balestra del Orso....""",,,Identified via contextual text match
ALCHIMIA_E_ARTIGIANATO/witcher-schematics,schema_balestra_pesante_nanica_09370454e73e4120.json,Schema: Balestra Pesante Nanica,09370454e73e4120,diagrams,,,,image_link,high,img field,modules/witcher-compendium/assets/ALCHIMIA_E_ARTIGIANATO/witcher-schematics/schema_balestra_pesante_nanica.webp,true,
ALCHIMIA_E_ARTIGIANATO/witcher-schematics,schema_balestra_pesante_nanica_09370454e73e4120.json,Schema: Balestra Pesante Nanica,09370454e73e4120,diagrams,EQUIPAGGIAMENTO/witcher-weapons,Balestra Pesante Nanica,0002518f9669a30e,semantic_link,high,"Schematic name ""Schema: Balestra Pesante Nanica"" maps to target ""Balestra Pesante Nanica""",,,
ALCHIMIA_E_ARTIGIANATO/witcher-schematics,schema_balestra_pesante_nanica_09370454e73e4120.json,Schema: Balestra Pesante Nanica,09370454e73e4120,diagrams,EQUIPAGGIAMENTO/witcher-weapons,Balestra,90750e6f288a4af4,cross_reference,medium,"Text mention snippet: ""...ri per forgiare o fabbricare: Balestra Pesante Nanica....""",,,Identified via contextual text match
ALCHIMIA_E_ARTIGIANATO/witcher-schematics,schema_balestrino_0063b147bb0140a4.json,Schema: Balestrino,0063b147bb0140a4,diagrams,,,,image_link,high,img field,modules/witcher-compendium/assets/ALCHIMIA_E_ARTIGIANATO/witcher-schematics/schema_balestrino.webp,true,
ALCHIMIA_E_ARTIGIANATO/witcher-schematics,schema_balestrino_0063b147bb0140a4.json,Schema: Balestrino,0063b147bb0140a4,diagrams,,,,ambiguous,low,"components field: ""Legname Indurito (x2), Filo (x4), Cera (x2), Resina (x2), Acciaio (x1), Cuoio Indurito (x1), Grasso di Estere (x2), Cerume di Orco (x2), Ferro (x1)""",,,"Component name ""Legname Indurito (x2), Filo (x4), Cera (x2), Resina (x2), Acciaio (x1), Cuoio Indurito (x1), Grasso di Estere (x2), Cerume di Orco (x2), Ferro"" not found in compendium"
ALCHIMIA_E_ARTIGIANATO/witcher-schematics,schema_balestrino_0063b147bb0140a4.json,Schema: Balestrino,0063b147bb0140a4,diagrams,EQUIPAGGIAMENTO/witcher-weapons,Balestrino,087b1a38130b4e14,semantic_link,high,"Schematic name ""Schema: Balestrino"" maps to target ""Balestrino""",,,
ALCHIMIA_E_ARTIGIANATO/witcher-schematics,schema_balestrino_0063b147bb0140a4.json,Schema: Balestrino,0063b147bb0140a4,diagrams,ALCHIMIA_E_ARTIGIANATO/witcher-components,Cerume di Orco,8d4eaf96f7709ffb,cross_reference,medium,"Text mention snippet: ""...(x1), Grasso di Estere (x2), Cerume di Orco (x2), Ferro (x1). Difficoltà...""",,,Identified via contextual text match
ALCHIMIA_E_ARTIGIANATO/witcher-schematics,schema_balestrino_0063b147bb0140a4.json,Schema: Balestrino,0063b147bb0140a4,diagrams,ALCHIMIA_E_ARTIGIANATO/witcher-components,Cuoio,f75f0a711d512d55,cross_reference,medium,"Text mention snippet: ""...), Resina (x2), Acciaio (x1), Cuoio Indurito (x1), Grasso di Este...""",,,Identified via contextual text match
ALCHIMIA_E_ARTIGIANATO/witcher-schematics,schema_balestrino_0063b147bb0140a4.json,Schema: Balestrino,0063b147bb0140a4,diagrams,ALCHIMIA_E_ARTIGIANATO/witcher-components,Cuoio Indurito,43863953497c162f,cross_reference,medium,"Text mention snippet: ""...), Resina (x2), Acciaio (x1), Cuoio Indurito (x1), Grasso di Estere (x2),...""",,,Identified via contextual text match
